Booking id,Customer ID,Customer Name,Creditscore,Customer Booking Country,Gender,Age,Customer Tenure,Booking Amount,Number of Services,Is Mobile,Is Weekend,Monthly Income
4995,15686906,Ball,761,Germany,Male,36,8,108239.11,2,0,0,99444.02
4996,15668783,Virgo,702,France,Female,46,9,98444.19,1,0,1,109563.28
4997,15766944,Trevisani,488,Germany,Male,32,3,114540.38,1,1,0,92568.07
4998,15570170,Padovano,683,France,Female,35,6,187530.66,2,1,1,37976.36
4999,15567403,Tao,601,Germany,Female,42,9,133636.16,1,0,1,103315.74
5000,15747578,Perez,605,France,Male,52,7,10000,2,1,1,173952.5
5001,15762274,Fraser,671,Germany,Female,44,0,84745.03,2,0,1,34673.98
5002,15681590,Alley,614,Germany,Female,31,7,120599.38,2,1,1,46163.44
5003,15712861,Howells,511,Spain,Female,29,9,10000,2,0,1,140676.98
5004,15640316,Cameron,850,France,Male,39,4,127771.35,2,0,1,151738.54
5005,15756062,Hooper,790,Spain,Female,46,9,10000,1,0,0,14679.81
5006,15613355,Rice,793,France,Female,33,0,10000,1,0,0,175544.02
5007,15798942,Cox,628,France,Male,69,5,10000,2,1,1,181964.6
5008,15708953,Martin,598,Germany,Male,53,10,167772.96,1,1,1,136886.86
5009,15778499,Ikenna,657,France,Female,37,6,95845.6,1,1,0,122218.23
5010,15699466,Davide,618,France,Female,35,10,10000,2,1,0,180439.75
5011,15650028,Alexander,681,Spain,Male,65,7,134714.7,2,0,1,190419.81
5012,15579016,Piazza,516,Spain,Female,33,3,10000,2,1,1,58685.59
5013,15775342,Ni,421,Germany,Male,28,8,122384.22,3,1,1,89017.38
5014,15641691,Black,700,France,Female,26,2,10000,2,0,0,50051.42
5015,15619744,Harker,745,France,Male,25,5,157993.15,2,1,0,146041.45
5016,15734601,Hughes,696,France,Male,29,8,10000,2,1,0,191166.09
5017,15806474,Chiabuotu,580,Germany,Female,42,2,123331.36,1,0,0,103516.08
5018,15592005,Kuo,497,Spain,Male,27,9,75263.16,1,1,1,164825.04
5019,15747843,Gallagher,720,France,Female,43,6,137824.03,2,1,0,172557.77
5020,15596975,Calabresi,659,Germany,Male,36,4,132578.92,2,1,0,84320.94
5021,15716191,Shaw,841,France,Female,36,5,156021.31,1,0,0,122662.98
5022,15765347,Zhirov,642,Spain,Male,34,8,10000,1,1,0,72085.1
5023,15757847,Lloyd,732,Spain,Female,69,9,137453.43,1,0,1,110932.24
5024,15603866,Palmer,600,Spain,Male,36,4,10000,2,1,0,143635.36
5025,15660638,Ch'eng,464,Germany,Male,33,8,164284.72,2,1,1,3710.34
5026,15660571,Avent,680,France,Female,47,5,10000,2,1,1,179843.33
5027,15666669,Huang,758,Spain,Male,56,1,10000,2,1,1,10643.38
5028,15596950,Shaw,630,Germany,Female,31,2,112373.49,2,1,1,131167.98
5029,15639824,Yuan,577,France,Female,39,10,10000,2,1,0,10553.31
5030,15695882,Hawkins,684,France,Female,34,6,10000,2,1,1,130928.22
5031,15726270,Trentini,708,Spain,Female,41,5,10000,1,0,1,157003.99
5032,15798000,Cameron,732,Germany,Female,29,1,154333.82,1,1,1,138527.56
5033,15625917,Koehler,634,Germany,Male,37,3,111432.77,2,1,1,167032.49
5034,15780664,Wu,633,France,Female,30,6,10000,2,0,0,41642.29
5035,15575919,Manna,559,France,Male,34,2,137390.11,2,1,0,9677
5036,15585072,Okoli,694,Spain,Female,37,3,10000,2,1,1,147012.22
5037,15589524,Ch'eng,686,Germany,Female,56,5,111642.08,1,1,1,80553.87
5038,15585924,Nwokezuike,553,Spain,Female,48,3,10000,1,0,1,30730.95
5039,15727951,Artemiev,507,France,Male,36,4,83543.37,1,0,0,140134.43
5040,15707603,Esposito,732,Germany,Male,50,6,145338.76,1,0,0,91936.1
5041,15737828,Abbie,818,France,Female,31,1,186796.37,1,0,0,178252.63
5042,15599469,Fanucci,660,Germany,Male,35,8,58641.43,1,0,1,198674.08
5043,15672048,Jen,773,Spain,Female,41,5,10000,1,1,0,28266.9
5044,15807019,Moss,640,France,Male,44,3,137148.68,1,1,0,92381.01
5045,15592258,Lo,505,France,Male,49,7,80001.23,1,0,0,135180.11
5046,15609004,Averyanov,714,Germany,Male,21,6,86402.52,2,0,0,27330.59
5047,15586995,Unaipon,468,France,Female,42,5,10000,2,1,0,125305.34
5048,15646594,Clamp,611,Spain,Male,51,1,122874.74,1,1,1,149648.45
5049,15725847,Lim,705,France,Male,25,0,97544.29,1,0,1,59887.15
5050,15572301,Wu,646,Germany,Male,46,1,170826.55,2,1,0,45041.32
5051,15794084,Wan,667,Germany,Female,48,1,97133.92,2,0,0,113316.77
5052,15677646,Chambers,511,Germany,Female,41,8,153895.65,1,1,1,39087.42
5053,15745048,Pettit,653,France,Female,43,6,10000,2,1,1,7330.59
5054,15601625,Baresi,675,France,Female,57,8,10000,2,0,1,95463.29
5055,15686472,Newbery,523,Spain,Male,32,4,10000,2,1,0,167848.02
5056,15693900,Iheanacho,567,Germany,Female,49,5,134956.02,1,1,0,93953.84
5057,15760586,Duncan,741,Spain,Male,39,7,143637.58,2,0,1,174227.66
5058,15686173,Barry,456,Spain,Male,32,9,147506.25,1,1,1,135399.21
5059,15809123,Landry,598,France,Male,64,1,10000,2,1,0,195635.3
5060,15807699,McGregor,667,France,Male,43,8,190227.46,1,1,0,97508.04
5061,15809136,Nucci,548,France,Female,32,2,172448.77,1,1,0,188083.77
5062,15794952,Pirogov,725,France,Male,41,7,113980.21,1,1,1,116704.25
5063,15614251,Oguejiofor,717,France,Male,53,6,10000,2,0,1,97614.87
5064,15805485,Ugochukwu,594,France,Male,38,4,10000,2,0,0,186884.04
5065,15687019,Rohu,678,Germany,Female,25,10,76968.12,2,0,1,131501.72
5066,15808053,Cary,545,France,Male,38,1,88293.13,2,1,1,24302.95
5067,15756840,O'Loghlen,636,France,Female,48,1,170833.46,1,1,0,110510.28
5068,15646846,Quinn,603,Germany,Male,44,6,108122.39,2,1,0,108488.33
5069,15710460,Page,435,France,Male,36,4,10000,1,1,1,197015.2
5070,15799458,Evans,535,France,Female,40,8,10000,1,1,1,27689.77
5071,15692786,McGregor,629,Germany,Female,45,7,129818.39,3,1,0,9217.55
5072,15794585,Andrews,722,France,Female,35,2,163943.89,2,1,1,15068.18
5073,15803800,Stanley,561,France,Male,28,7,10000,2,1,0,7797.01
5074,15674876,Chiazagomekpere,645,France,Female,38,5,101430.3,2,0,1,4400.32
5075,15653798,Chidiebele,501,France,Female,39,9,117301.66,1,0,0,182025.95
5076,15581265,Gregory,502,Germany,Female,32,1,173340.83,1,0,1,122763.95
5077,15800264,Bednall,652,Spain,Female,42,4,10000,2,1,1,38152.01
5078,15656369,Jen,574,France,Female,33,3,134348.57,1,1,0,63163.99
5079,15697533,She,518,France,Female,45,9,105525.65,2,1,1,73418.29
5080,15585398,Simmons,749,France,Female,60,6,10000,1,1,0,17978.68
5081,15571964,Fraser,679,France,Female,43,4,10000,3,1,0,115136.51
5082,15785555,May,565,France,Male,36,6,106192.1,1,1,0,149575.59
5083,15743043,Seabrook,643,France,Female,45,4,45144.43,1,1,0,60917.24
5084,15777247,Herrera,515,France,Male,65,7,92113.61,1,1,1,142548.33
5085,15721971,Kincaid,521,France,Male,25,7,10000,2,1,1,157878.67
5086,15591747,Sleeman,739,Spain,Male,38,0,128366.44,1,1,0,12796.43
5087,15625057,Hung,585,France,Male,42,2,10000,2,1,1,18657.77
5088,15703004,Artemieva,733,Germany,Male,74,3,106545.53,1,1,1,134589.58
5089,15600498,Barwell,542,France,Female,43,8,145618.37,1,0,1,10350.74
5090,15768140,Wright,788,Spain,Male,37,8,141541.25,1,0,0,66013.27
5091,15780176,Bellucci,435,Germany,Male,32,2,57017.06,2,1,1,5907.11
5092,15585291,Moore,577,France,Male,42,9,10000,1,1,0,74077.91
5093,15772817,Ball,703,France,Female,51,3,10000,3,1,1,77294.56
5094,15670023,Sung,728,Germany,Female,35,8,125884.95,2,1,0,54359.02
5095,15697036,Mello,728,Germany,Male,32,5,61825.5,1,1,1,156124.93
5096,15733155,Mistry,718,France,Male,35,8,10000,2,1,0,94820.85
5097,15782426,T'ien,621,France,Female,40,6,10000,1,1,0,155155.25
5098,15654736,Fallaci,523,France,Female,40,2,102967.41,1,1,0,128702.1
5099,15632246,Hill,657,Germany,Male,25,2,171770.55,1,1,0,22745.5
5100,15642077,Burns,727,Germany,Male,40,1,93051.64,2,1,0,71865.31
5101,15709773,Hunter,643,France,Male,36,7,161064.64,2,0,1,84294.82
5102,15792424,Li,645,France,Female,48,7,90612.34,1,1,1,149139.13
5103,15786050,Ku,568,France,Male,28,5,145105.64,2,1,0,185489.11
5104,15794616,Ch'en,599,France,Male,58,4,10000,1,0,0,176407.15
5105,15676000,Chukwukadibia,672,France,Female,45,9,10000,1,1,1,92027.69
5106,15814311,Zikoranachidimma,685,France,Male,33,6,174912.72,1,1,1,43932.54
5107,15724884,Oluchukwu,516,France,Female,46,1,104947.72,1,1,0,115789.25
5108,15754749,Rivera,685,Spain,Male,31,10,135213.71,1,1,1,125777.28
5109,15693850,Niu,806,Spain,Male,25,7,10000,2,1,0,18461.9
5110,15599696,Bennett,604,France,Male,36,6,116229.85,2,1,1,79633.38
5111,15746526,Wollstonecraft,648,Spain,Female,53,6,111201.41,1,1,1,121542.29
5112,15566127,Thomsen,545,Spain,Female,32,4,10000,1,1,0,94739.2
5113,15655997,Palermo,756,Germany,Male,27,1,131899,1,1,0,93302.29
5114,15710440,Chinwendu,569,France,Male,35,10,124525.52,1,1,1,193793.78
5115,15775661,McKenzie,596,France,Male,47,6,10000,1,1,0,74835.65
5116,15792364,James,475,France,Male,39,6,10000,1,1,1,56999.9
5117,15719892,Lamb,646,France,Female,45,3,47134.75,1,1,1,57236.44
5118,15593809,Olejuru,784,Spain,Male,35,3,10000,2,0,0,81483.64
5119,15733150,Hay,552,Spain,Male,45,9,10000,2,1,0,26752.56
5120,15797784,Lu,729,France,Male,44,5,10000,2,0,1,9200.54
5121,15743447,Chiawuotu,609,Spain,Male,61,1,10000,1,1,0,22447.85
5122,15753373,Yeates,555,France,Male,51,5,10000,3,1,0,189122.89
5123,15601062,Gallagher,572,Germany,Female,19,1,138657.08,1,1,1,16161.82
5124,15658521,Heath,785,France,Female,34,9,70302.48,1,1,1,68600.36
5125,15636767,Ts'ai,714,Germany,Female,36,1,101609.01,2,1,1,447.73
5126,15628339,Thurgood,738,Spain,Male,35,3,10000,1,1,1,15650.73
5127,15633497,Pai,639,Germany,Male,38,5,130170.82,1,1,1,149599.62
5128,15677171,Lorenzo,520,Germany,Male,61,8,133802.29,2,1,1,90304.01
5129,15590912,Knupp,764,France,Female,24,7,106234.02,1,0,0,115676.38
5130,15790818,Baryshnikov,661,Spain,Male,39,6,132628.98,1,0,0,38812.67
5131,15700512,Azubuike,564,Germany,Male,41,9,103522.75,2,1,1,34338.21
5132,15634177,Shephard,708,Germany,Female,42,8,192390.52,2,1,0,823.36
5133,15737831,Scott,512,Spain,Male,36,1,10000,1,0,1,135482.26
5134,15790335,Williamson,592,Spain,Male,37,9,10000,3,1,1,10656.89
5135,15675352,Avdeeva,619,France,Female,38,3,10000,2,0,1,116467.35
5136,15613666,Tang,775,France,Male,52,8,109922.61,1,1,1,96823.32
5137,15662136,Hsu,850,Germany,Female,44,5,128605.32,1,0,1,171096.2
5138,15668068,Buchanan,577,France,Female,37,4,10000,1,1,1,79881.39
5139,15599325,Yeh,724,France,Female,37,10,68598.56,1,1,0,157862.82
5140,15754120,Palazzi,710,Spain,Male,35,1,106518.52,1,1,1,127951.81
5141,15676557,Y?an,696,France,Female,31,8,10000,2,0,0,191074.11
5142,15804622,Lin,376,France,Female,46,6,10000,1,1,0,157333.69
5143,15781501,Schofield,675,Germany,Female,29,8,121326.42,1,1,0,133457.52
5144,15729398,Lombardi,745,France,Male,36,8,67226.37,1,1,0,130789.6
5145,15709331,Wall,697,Spain,Female,25,5,82931.85,2,1,1,128373.88
5146,15745360,Milani,599,Spain,Female,39,4,10000,1,1,0,194273.2
5147,15741372,Ejimofor,715,France,Female,38,5,118590.41,1,1,1,5684.17
5148,15783695,Blackburn,659,France,Male,67,4,145981.87,1,1,1,131043.2
5149,15621017,Wickham,684,France,Female,48,3,73309.38,1,0,0,21228.34
5150,15630364,Bird,635,France,Female,48,8,130796.33,2,1,1,43250.3
5151,15785935,Ch'en,789,Germany,Male,33,8,151607.56,1,1,0,4389.4
5152,15606185,Wood,571,Germany,Female,66,9,111577.01,1,0,1,189271.9
5153,15671175,Brizendine,694,Spain,Male,39,0,107042.74,1,1,1,102284.2
5154,15660465,Ch'in,665,Spain,Female,42,2,156371.61,2,0,1,156774.94
5155,15571038,Yusupov,706,France,Female,44,4,129605.99,1,0,0,69865.49
5156,15631717,Jibunoh,807,Spain,Female,43,0,10000,2,0,1,85523.24
5157,15731558,Ts'ui,771,Spain,Female,67,8,10000,2,1,1,51219.8
5158,15619565,Ndukaku,531,Spain,Male,27,8,132576.25,1,0,0,7222.92
5159,15628070,Wilder,629,France,Female,37,6,129101.3,1,1,1,23971.33
5160,15686200,Maclean,850,Germany,Female,31,1,108822.4,1,1,1,132173.31
5161,15582833,Ch'iu,685,Spain,Male,35,4,137948.51,1,1,0,113639.64
5162,15753867,Cox,642,Spain,Male,32,7,100433.8,1,1,1,39768.59
5163,15731851,Nepean,529,Spain,Male,63,4,96134.11,3,1,0,108732.96
5164,15580992,McNess,683,Germany,Female,43,4,115888.04,1,1,1,117349.19
5165,15602120,Coles,663,France,Female,42,5,124626.07,1,1,1,78004.5
5166,15589841,Benson,563,France,Female,34,6,139810.34,1,1,1,152417.79
5167,15720929,Gilbert,637,Spain,Female,34,9,10000,2,0,0,26057.08
5168,15641045,Wilhelm,544,France,Male,37,3,84496.71,1,0,0,79972.09
5169,15605962,Sinclair,649,Germany,Male,70,9,116854.71,2,0,1,107125.79
5170,15805991,L?,638,France,Female,48,10,138333.03,1,1,1,47679.14
5171,15801524,Buckner,723,France,Male,25,3,10000,2,1,1,134509.47
5172,15605954,Padovesi,635,Germany,Male,43,5,78992.75,2,0,0,153265.31
5173,15779747,Gray,750,Spain,Female,38,7,97257.41,2,0,1,179883.04
5174,15705656,Lu,730,France,Male,34,5,122453.37,2,1,0,138882.98
5175,15685393,Wright,750,Spain,Female,36,8,112940.07,1,0,1,9855.81
5176,15570096,Palerma,586,France,Female,43,8,132558.26,1,1,0,67046.83
5177,15582652,Y?an,520,France,Female,38,4,10000,2,1,0,56388.63
5178,15799551,Wei,652,France,Female,48,8,133297.24,1,1,0,77764.37
5179,15642973,Padovesi,550,France,Female,46,7,10000,2,1,0,130590.35
5180,15624765,Tsao,594,France,Male,27,0,197041.8,1,0,0,151912.49
5181,15566192,Franklin,749,Germany,Female,44,0,71497.79,2,0,0,151083.8
5182,15792396,Clark,668,France,Male,32,7,10000,2,1,1,777.37
5183,15807044,McGregor,614,Germany,Female,35,6,128100.28,1,0,0,69454.24
5184,15704806,Pan,773,France,Male,25,1,124532.78,2,0,1,11723.57
5185,15756511,Kenniff,551,Germany,Male,31,9,82293.82,2,1,1,91565.25
5186,15655375,Spencer,566,France,Male,36,1,142120.91,1,1,0,79616.37
5187,15613785,Lees,569,Spain,Male,34,0,151839.26,1,1,0,102299.81
5188,15664557,David,659,Spain,Male,31,7,149620.88,2,1,1,104533.51
5189,15681242,Hsing,722,France,Female,49,3,168197.66,1,1,0,140765.57
5190,15745563,Burke,655,France,Male,37,5,93147,2,1,0,66214.13
5191,15806962,Watson,615,France,Female,35,2,97440.02,2,1,1,139816.1
5192,15724599,Hawkins,752,Germany,Female,42,3,65046.08,2,0,1,140139.28
5193,15782935,Ginn,661,Spain,Female,28,7,95357.49,1,0,0,102297.15
5194,15623557,Sozonov,838,Spain,Male,43,9,123105.88,2,1,0,145765.83
5195,15810254,Sun,610,Spain,Male,29,9,10000,3,0,1,83912.24
5196,15645657,Hunter,811,Spain,Male,44,3,10000,2,0,1,78439.73
5197,15608150,Manfrin,587,Spain,Male,62,7,121286.27,1,0,1,6776.92
5198,15659593,Artamonova,811,Germany,Female,28,4,167738.82,2,1,1,9903.42
5199,15787808,Hansen,759,France,Female,38,1,104091.29,1,0,0,91561.91
5200,15691147,Pai,648,Germany,Female,42,8,121980.56,2,1,0,4027.02
5201,15592125,Larsen,788,France,Female,43,10,10000,2,1,1,116111.51
5202,15633933,Owen,725,Germany,Male,39,1,50880.98,2,1,1,184023.54
5203,15701337,Murphy,646,France,Female,42,3,175159.9,2,0,0,67124.48
5204,15723721,Ekechukwu,601,Germany,Female,26,7,105514.69,2,1,0,50070.59
5205,15701638,Ayers,521,Germany,Male,52,5,116497.31,3,0,0,53793.1
5206,15739225,Johnson,561,Spain,Female,33,6,10000,2,1,0,45261.47
5207,15573122,Millar,564,France,Male,42,7,99824.45,1,1,1,36721.4
5208,15569086,Farrell,444,France,Male,45,6,10000,1,1,0,130009.85
5209,15750801,Sanders,650,Spain,Male,71,0,10000,1,1,1,175380.77
5210,15799847,Herrera,724,France,Male,40,10,10000,1,1,0,127847.25
5211,15698478,Eberechukwu,719,Spain,Male,35,3,122964.88,1,1,1,138231.7
5212,15655310,Bardin,548,France,Female,29,4,10000,2,0,1,48673.18
5213,15603630,Nwankwo,635,Spain,Male,24,4,10000,2,1,1,70668.77
5214,15585997,Talbot,496,Spain,Female,43,3,10000,2,0,1,199505.53
5215,15686972,McGregor,676,France,Female,37,5,89634.69,1,1,1,169583.18
5216,15770460,Onyeorulu,541,Germany,Male,40,7,95710.11,2,1,0,49063.42
5217,15587487,Goold,778,Germany,Male,41,7,139706.31,1,1,0,63337.19
5218,15602046,Zikoranaudodimma,850,Germany,Female,45,5,103909.86,1,1,0,60083.11
5219,15600619,Garner,633,France,Male,31,1,10000,1,1,0,48606.71
5220,15654709,Onyinyechukwuka,625,France,Male,49,6,173434.9,1,1,0,165580.93
5221,15717200,Genovese,485,Spain,Male,32,6,102238.01,2,1,1,194010.12
5222,15765050,Mai,547,France,Female,48,1,179380.74,2,0,1,69263.1
5223,15682675,Marshall,642,France,Male,32,3,10000,2,1,1,88698.83
5224,15729315,Naylor,718,France,Female,25,4,108691.95,1,1,0,63030.97
5225,15759841,Pinto,582,France,Female,32,4,10000,2,1,0,59668.81
5226,15767900,Fulton,628,France,Male,33,6,10000,2,0,0,184230.23
5227,15769984,Palerma,737,Germany,Male,35,0,133377.8,1,0,1,64050.19
5228,15686381,McCaffrey,828,Spain,Male,34,9,10000,2,1,1,81853.98
5229,15688107,Collins,609,Spain,Male,53,10,10000,1,1,1,154642.91
5230,15681210,Zuev,730,France,Male,39,1,116537.6,1,0,0,145679.6
5231,15667557,Crawford,631,France,Female,22,3,10000,2,0,0,30781.77
5232,15750279,Genovese,830,Spain,Male,40,4,10000,2,0,1,81622.52
5233,15695511,Maclean,645,France,Male,29,1,130131.08,2,0,1,196474.35
5234,15689212,Fabro,663,France,Male,46,3,10000,2,0,1,176276.1
5235,15652991,Price,678,Spain,Male,30,0,10000,1,1,0,35113.08
5236,15668994,Chatfield,521,France,Male,30,2,107316.09,1,1,0,64299.82
5237,15631090,Volkova,625,France,Female,24,1,10000,2,1,1,180969.55
5238,15581515,Archer,523,France,Male,30,1,83181.29,1,1,1,138176.78
5239,15577514,Ch'iu,714,France,Female,72,3,10000,1,1,1,86733.61
5240,15780906,McKay,580,Spain,Male,67,3,153946.14,1,1,1,7418.92
5241,15692353,Craig,722,France,Male,30,5,10000,2,1,0,166376.54
5242,15594005,Abramovich,630,Spain,Female,39,7,135483.17,1,1,0,140881.2
5243,15570453,Chien,579,France,Male,35,1,10000,2,1,0,4460.2
5244,15779095,Timms,670,France,Female,38,4,119624.54,2,1,1,110472.12
5245,15786016,Williford,588,Spain,Male,34,6,121132.26,2,1,0,86460.28
5246,15644236,Hamilton,807,Spain,Female,42,1,10000,1,1,0,16500.66
5247,15793985,Cheng,726,France,Female,48,4,10000,1,1,0,114020.06
5248,15645139,Su,812,Germany,Male,25,5,54817.55,1,1,0,131660.31
5249,15705896,McKenzie,631,Germany,Male,40,3,107949.45,1,1,0,52449.62
5250,15623864,Akobundu,682,France,Male,30,4,10000,1,0,1,161465.31
5251,15715039,Ko,625,Spain,Female,49,2,80816.45,1,1,1,20018.79
5252,15623507,Marcelo,607,Germany,Male,38,3,98205.77,1,1,0,176318.27
5253,15798384,Chukwuebuka,600,Spain,Female,50,6,94684.27,1,1,1,50488.91
5254,15743052,MacDonald,602,Spain,Female,22,7,141604.76,1,1,0,30379.6
5255,15769535,Lampungmeiua,545,Spain,Female,74,3,10000,2,1,1,161326.73
5256,15798557,Tai,675,Spain,Male,33,3,10000,2,1,0,45348.08
5257,15706570,Enyinnaya,581,France,Female,47,1,122949.14,1,0,0,180251.68
5258,15706222,McKenzie,640,Germany,Male,33,8,81677.22,2,0,0,34925.56
5259,15812233,Kline,850,France,Male,38,7,80293.98,1,0,0,126555.74
5260,15650969,Ma,490,Spain,Female,48,8,155413.06,1,1,0,187921.3
5261,15693027,Wood,710,Spain,Female,38,4,10000,2,1,1,136390.88
5262,15631225,Riggs,613,Germany,Male,38,9,67111.65,1,1,0,78566.64
5263,15762234,Capon,812,France,Male,34,5,103818.43,1,1,1,166038.27
5264,15699634,Smith,723,France,Female,20,4,10000,2,1,1,140385.33
5265,15692780,Davison,512,France,Male,36,4,152169.12,2,0,0,38629.3
5266,15688999,Ingram,731,France,Female,52,10,10000,1,1,1,24998.75
5267,15599167,Dilke,650,Germany,Male,26,4,214346.96,2,1,0,128815.33
5268,15680339,Gibson,594,France,Male,57,6,10000,1,1,0,19376.56
5269,15628710,Iadanza,844,France,Male,40,7,113348.14,1,1,0,31904.31
5270,15648111,Hebert,686,Germany,Female,47,5,170935.94,1,1,0,173179.79
5271,15587006,Pinto,695,Germany,Male,52,8,103023.26,1,1,1,22485.64
5272,15625734,Dumetochukwu,624,Spain,Female,23,6,10000,2,0,1,196668.51
5273,15790533,Ross,503,Spain,Male,37,6,10000,2,0,0,136506.86
5274,15682654,Jamieson,535,France,Female,31,7,111855.04,2,1,1,36278.89
5275,15762973,Chiganu,743,Germany,Female,32,6,140348.56,2,1,1,163254.39
5276,15750965,Burgess,702,Spain,Male,39,8,10000,2,1,0,99654.13
5277,15729868,Cheng,658,France,Male,29,3,145512.84,1,1,0,20207.02
5278,15633686,Woods,677,Germany,Female,41,8,146720.98,2,1,1,4195.84
5279,15748892,Liang,664,France,Male,32,10,107209.73,1,1,1,112340.2
5280,15589231,Bluett,766,Germany,Female,38,7,130933.74,1,0,1,2035.94
5281,15699947,Chapman,461,Spain,Female,35,8,10000,1,1,0,132295.95
5282,15663474,Andrejew,688,Spain,Male,36,0,89772.3,1,1,0,177383.68
5283,15692619,Udobata,678,France,Female,32,5,10000,2,1,0,90284.47
5284,15591293,Ejimofor,796,France,Male,24,8,10000,2,1,0,61349.37
5285,15646549,Spyer,803,France,Male,42,5,10000,1,1,0,196466.83
5286,15708099,Walker,712,France,Male,36,2,100749.5,3,0,0,70758.37
5287,15696134,Palermo,498,France,Female,31,10,10000,2,1,0,13892.57
5288,15645553,Philip,850,Spain,Male,22,2,10000,2,1,1,9684.52
5289,15649780,Fallaci,628,France,Female,51,3,123981.31,2,1,1,40546.15
5290,15604340,Perry,539,Germany,Female,34,4,91622.42,1,1,1,136603.42
5291,15784128,Henderson,732,France,Male,36,7,126195.81,1,1,1,133172.48
5292,15585234,Bergamaschi,715,France,Male,41,4,94267.9,1,0,1,152821.12
5293,15624383,Fokine,651,France,Male,40,4,10000,2,1,1,147715.83
5294,15621723,Mackay,813,France,Male,34,0,10000,2,1,0,43169.15
5295,15689117,Wu,692,France,Male,29,4,10000,1,1,0,76755.99
5296,15813204,Maslova,756,Germany,Female,39,3,100717.85,3,1,1,73406.04
5297,15604331,Wei,543,France,Male,36,6,10000,2,1,0,176728.28
5298,15724163,McLean,790,France,Female,26,4,141581.71,2,0,0,98309.27
5299,15673091,Sung,494,Spain,Male,38,7,10000,2,1,1,6203.66
5300,15768237,Paterson,850,France,Female,39,2,148586.64,1,1,1,176791.27
5301,15782255,Fanucci,703,Spain,Male,29,9,10000,2,1,0,50679.48
5302,15746446,Thompson,432,Spain,Male,38,7,10000,2,1,0,150580.88
5303,15780180,Tisdall,512,Germany,Female,32,2,123403.85,2,1,0,80120.19
5304,15590512,Onochie,589,France,Male,28,7,10000,2,1,0,151645.96
5305,15624329,Mironova,514,France,Female,46,3,106511.85,1,1,0,55072.32
5306,15618218,Ndubueze,678,France,Female,38,2,10000,2,0,0,115068.99
5307,15660352,Stephenson,420,Germany,Female,34,1,135549.9,1,0,0,149471.13
5308,15678922,Golubev,679,Germany,Male,38,7,110555.37,2,1,0,46522.68
5309,15616366,Liao,595,France,Male,31,4,10000,2,1,0,189995.86
5310,15592265,Mullan,713,France,Female,52,0,185891.54,1,1,1,46369.57
5311,15798460,Glover,833,Germany,Male,59,1,130854.59,1,1,1,30722.52
5312,15714786,Northey,690,France,Female,42,3,92578.14,2,0,0,70810.6
5313,15648836,Paterson,731,Germany,Female,21,8,132312.06,1,1,0,106663.46
5314,15626183,Maclean,608,France,Female,62,8,144976.5,1,0,0,175836.03
5315,15626644,Howarde,479,Spain,Male,48,5,87070.23,1,0,1,85646.41
5316,15723286,Teng,519,France,Male,42,8,10000,2,1,1,101485.72
5317,15592619,Colman,731,France,Female,47,1,115414.19,3,0,0,191734.67
5318,15759417,Johnson,617,Spain,Male,61,7,91070.43,1,1,1,101839.77
5319,15585277,Butcher,756,Spain,Male,29,2,117412.19,2,1,0,4888.91
5320,15589394,Stanley,848,Germany,Male,31,4,90018.45,2,1,0,193132.98
5321,15672740,Jackson,809,France,Female,24,4,10000,2,1,0,193518.76
5322,15789991,Hu,698,Germany,Male,56,1,112414.81,2,0,0,93982.02
5323,15596836,Hill,779,Germany,Male,33,1,158456.76,1,1,1,197000.92
5324,15627341,Pan,606,Spain,Male,35,7,10000,1,1,0,106837.06
5325,15645352,Han,612,Germany,Female,58,1,149641.53,1,1,1,115161.28
5326,15594009,Wilkie,663,Spain,Female,33,8,122528.18,1,1,0,196260.3
5327,15647337,Bray,549,Germany,Female,45,3,143734.01,2,1,1,96404.38
5328,15750294,Ann,675,France,Female,32,2,155663.31,1,1,0,97658.66
5329,15685345,Souter,669,France,Female,35,7,10000,1,1,1,49108.23
5330,15628241,Greco,571,Germany,Female,34,1,101736.66,1,0,1,195651.66
5331,15734010,Mao,500,Spain,Male,37,9,125822.21,1,1,0,111698
5332,15762146,Anderson,628,France,Male,37,0,10000,2,1,1,171707.93
5333,15706935,Ma,559,France,Male,34,4,10000,2,1,1,66721.98
5334,15732696,Black,769,France,Female,27,2,10000,1,1,1,57876.05
5335,15656157,Medvedeva,733,Germany,Male,31,6,157791.07,2,0,0,177994.81
5336,15614256,Benson,750,France,Male,22,5,10000,2,0,1,105125.65
5337,15645305,Duncan,583,France,Female,42,4,10000,2,1,0,17439.66
5338,15698546,Onwudiwe,468,Germany,Male,42,9,181627.14,2,1,0,172668.39
5339,15569283,Mitchell,727,Spain,Female,57,1,109679.72,1,0,1,753.37
5340,15566287,Ferrari,618,France,Female,37,5,96652.86,1,1,0,98686.4
5341,15716170,Russo,617,France,Male,40,5,190008.32,2,1,1,107047.92
5342,15763661,Hazon,793,Spain,Male,41,9,10000,2,1,0,152153.74
5343,15606001,Henderson,630,France,Male,43,9,10000,2,1,1,34338.04
5344,15694857,Hardy,765,Germany,Male,43,4,148962.76,1,0,1,173878.87
5345,15601724,Piccio,546,France,Male,28,8,10000,1,1,0,159254.29
5346,15575617,Dickson,614,Germany,Female,30,3,131344.52,2,1,0,54776.64
5347,15671245,Holden,593,Germany,Female,29,5,101713.84,3,1,0,134594.99
